Average Response Time,Request Type,Frequency,Size
8.674333337694407,1,1,0
17.056775279343128,1,1,0
6.185062695294619,1,1,0
4.5472742058336735,1,1,0
15.942113008350134,1,1,0
13.175901025533676,1,1,0
6.730780936777592,1,1,0
15.19800629466772,1,1,0
30.472517013549805,1,1,0
13.45828827470541,1,1,0
4.450676962733269,1,1,0
5.597168579697609,1,1,0
17.393487971276045,1,1,0
15.506158117204905,1,1,0
6.900526117533445,1,1,0
4.7292509116232395,1,1,0
6.9069042801856995,1,1,0
15.75266569852829,1,1,0
5.183426197618246,1,1,0
10.807591956108809,1,1,0
5.983748007565737,1,1,0
9.839823935180902,1,1,0
5.517642013728619,1,1,0
13.07441620156169,1,1,0
17.39363418892026,1,1,0
10.76054060831666,1,1,0
8.070903830230236,1,1,0
5.6772916577756405,1,1,0
14.22550668939948,1,1,0
15.989850740879774,1,1,0
11.744045186787844,1,1,0
10.390525218099356,1,1,0
6.184665020555258,1,1,0
8.548820856958628,1,1,0
4.87570883706212,1,1,0
22.896773647516966,1,1,0
9.747341740876436,1,1,0
5.138453096151352,1,1,0
9.061329998075962,1,1,0
9.344913065433502,1,1,0
11.483143083751202,1,1,0
16.336838249117136,1,1,0
7.270218804478645,1,1,0
7.981669157743454,1,1,0
4.714148119091988,1,1,0
8.400187827646732,1,1,0
8.424334228038788,1,1,0
9.780921041965485,1,1,0
7.703996729105711,1,1,0
4.587798845022917,1,1,0
9.590133093297482,1,1,0
9.14819911122322,1,1,0
11.002258863300085,1,1,0
4.6601202338933945,1,1,0
12.031767051666975,1,1,0
10.540796909481287,1,1,0
6.991338916122913,1,1,0
10.388715658336878,1,1,0
9.891421999782324,1,1,0
9.05952276661992,1,1,0
8.546968922019005,1,1,0
7.192478980869055,1,1,0
9.506240952759981,1,1,0
7.249323185533285,1,1,0
10.65723318606615,1,1,0
7.365293335169554,1,1,0
12.18334212899208,1,1,0
8.239323738962412,1,1,0
19.932060036808252,1,1,0
8.784329984337091,1,1,0
8.857052773237228,1,1,0
15.551104675978422,1,1,0
5.335404071956873,1,1,0
7.142340764403343,1,1,0
5.262262187898159,1,1,0
5.044910125434399,1,1,0
6.910615134984255,1,1,0
5.172896198928356,1,1,0
8.321547880768776,1,1,0
8.10254504904151,1,1,0
5.511746741831303,1,1,0
7.459373213350773,1,1,0
12.34695827588439,1,1,0
3.124240320175886,1,1,0
8.03812313824892,1,1,0
10.587021708488464,1,1,0
12.938152067363262,1,1,0
4.737924784421921,1,1,0
7.212887052446604,1,1,0
12.714792042970657,1,1,0
5.301913246512413,1,1,0
9.39001189544797,1,1,0
7.3929037898778915,1,1,0
10.02967543900013,1,1,0
6.062807980924845,1,1,0
5.0828722305595875,1,1,0
7.864534854888916,1,1,0
1.8417611718177795,1,1,0
5.216181743890047,1,1,0
2.4186689406633377,1,1,0
9.984716773033142,1,1,0
2.7585369534790516,1,1,0
7.070011924952269,1,1,0
5.060291849076748,1,1,0
3.392122220247984,1,1,0
1.4428580179810524,1,1,0
10.319843422621489,1,1,0
2.168451901525259,1,1,0
9.550364688038826,1,1,0
6.365433800965548,1,1,0
6.1471182852983475,1,1,0
4.194769077003002,1,1,0
6.270747631788254,1,1,0
4.786500707268715,1,1,0
5.299261771142483,1,1,0
2.8628800064325333,1,1,0
2.7553257532417774,1,1,0
9.326639119535685,1,1,0
7.570768240839243,1,1,0
5.857601296156645,1,1,0
8.119167294353247,1,1,0
7.610371336340904,1,1,0
1.988735981285572,1,1,0
2.759382128715515,1,1,0
2.4139322340488434,1,1,0
1.920410431921482,1,1,0
3.303562756627798,1,1,0
4.642677027732134,1,1,0
4.44081099703908,1,1,0
5.883330013602972,1,1,0
4.857010208070278,1,1,0
3.205901011824608,1,1,0
5.222301930189133,1,1,0
2.3886910639703274,1,1,0
2.7947211638092995,1,1,0
14.397426974028349,1,1,0
2.1898546256124973,1,1,0
6.1546918004751205,1,1,0
2.945770975202322,1,1,0
5.412843078374863,1,1,0
7.453739643096924,1,1,0
6.811806000769138,1,1,0
2.6944209821522236,1,1,0
2.2762976586818695,1,1,0
7.1427361108362675,1,1,0
2.40478478372097,1,1,0
3.735397942364216,1,1,0
8.148777764290571,1,1,0
3.864029422402382,1,1,0
4.117599222809076,1,1,0
5.451947916299105,1,1,0
5.4137189872562885,1,1,0
6.875854916870594,1,1,0
5.917038768529892,1,1,0
2.100604120641947,1,1,0
2.3979032412171364,1,1,0
8.010043296962976,1,1,0
3.6339890211820602,1,1,0
5.217356141656637,1,1,0
15.871535986661911,1,1,0
5.151495803147554,1,1,0
6.507406942546368,1,1,0
5.921151023358107,1,1,0
7.182316388934851,1,1,0
5.398968700319529,1,1,0
2.771371975541115,1,1,0
7.222376763820648,1,1,0
9.567239321768284,1,1,0
2.841576933860779,1,1,0
6.138392258435488,1,1,0
4.378930199891329,1,1,0
4.311847034841776,1,1,0
7.808775175362825,1,1,0
3.0689281411468983,1,1,0
16.1559428088367,1,1,0
12.623162008821964,1,1,0
12.028075754642487,1,1,0
13.843190856277943,1,1,0
9.817356709390879,1,1,0
66.17108173668385,1,1,0
10.34386781975627,1,1,0
2.499384805560112,1,1,0
16.137327067553997,1,1,0
10.695206932723522,1,1,0
23.630622774362564,1,1,0
12.098487000912428,1,1,0
15.296801924705505,1,1,0
6.791591178625822,1,1,0
15.734090004116297,1,1,0
13.822157867252827,1,1,0
68.11420433223248,1,1,0
8.732251822948456,1,1,0
6.903680041432381,1,1,0
2.490031998604536,1,1,0
8.682478219270706,1,1,0
10.185965802520514,1,1,0
9.244139771908522,1,1,0
5.493672098964453,1,1,0
4.691664129495621,1,1,0
11.079458985477686,1,1,0
5.69925969466567,1,1,0
14.460841659456491,1,1,0
9.132335893809795,1,1,0
7.299008779227734,1,1,0
11.708152014762163,1,1,0
14.057146850973368,1,1,0
65.04369108006358,1,1,0
24.575958028435707,1,1,0
1.9426112994551659,1,1,0
14.79746587574482,1,1,0
12.33525201678276,1,1,0
4.229109734296799,1,1,0
9.198290761560202,1,1,0
2.3650219663977623,1,1,0
23.81653105840087,1,1,0
1.6745668835937977,1,1,0
2.5459271855652332,1,1,0
11.777331121265888,1,1,0
4.108286928385496,1,1,0
15.42643690481782,1,1,0
7.493689190596342,1,1,0
11.78793516010046,1,1,0
10.22025104612112,1,1,0
8.224066346883774,1,1,0
2.7083600871264935,1,1,0
9.847346227616072,1,1,0
2.336679957807064,1,1,0
15.126299113035202,1,1,0
2.7547278441488743,1,1,0
16.83882810175419,1,1,0
2.486846409738064,1,1,0
2.438404131680727,1,1,0
2.106787171214819,1,1,0
13.036100193858147,1,1,0
12.58445717394352,1,1,0
67.88361119106412,1,1,0
12.896351981908083,1,1,0
17.02558295801282,1,1,0
26.192652992904186,1,1,0
1.743061002343893,1,1,0
13.199135661125183,1,1,0
14.974234160035849,1,1,0
16.347579192370176,1,1,0
13.896279968321323,1,1,0
9.788311086595058,1,1,0
11.20048575103283,1,1,0
16.42116392031312,1,1,0
24.564634077250957,1,1,0
16.37998688966036,1,1,0
11.350251268595457,1,1,0
68.71553091332316,1,1,0
19.301349762827158,1,1,0
11.835860088467598,1,1,0
1.9789328798651695,1,1,0
1.5898430719971657,1,1,0
2.925323322415352,1,1,0
2.3773014545440674,1,1,0
2.235549967736006,1,1,0
2.5368789210915565,1,1,0
1.8422389402985573,1,1,0
2.713823691010475,1,1,0
1.796382013708353,1,1,0
1.4041941612958908,1,1,0
3.359678201377392,1,1,0
2.4812771007418633,1,1,0
1.9801747985184193,1,1,0
2.275644801557064,1,1,0
2.639954909682274,1,1,0
2.1011577919125557,1,1,0
2.0427987910807133,1,1,0
2.1296371705830097,1,1,0
2.502795774489641,1,1,0
1.5384438447654247,1,1,0
2.531746868044138,1,1,0
2.2842437028884888,1,1,0
1.6605718992650509,1,1,0
2.250010147690773,1,1,0
6.30938308313489,1,1,0
1.4880700036883354,1,1,0
1.833742018789053,1,1,0
1.6037910245358944,1,1,0
1.9132429733872414,1,1,0
1.47614860907197,1,1,0
5.092088133096695,1,1,0
1.5581389889121056,1,1,0
1.811210997402668,1,1,0
2.712454181164503,1,1,0
2.04111123457551,1,1,0
5.660077091306448,1,1,0
2.172613050788641,1,1,0
1.7059249803423882,1,1,0
3.8905069231987,1,1,0
1.732580829411745,1,1,0
1.5124287456274033,1,1,0
1.5319250524044037,1,1,0
1.2938128784298897,1,1,0
1.8314863555133343,1,1,0
2.219090238213539,1,1,0
5.8846320025622845,1,1,0
3.437537234276533,1,1,0
3.956418950110674,1,1,0
2.1782829426229,1,1,0
16.47218270227313,1,1,0
5.550343077629805,1,1,0
2.685577142983675,1,1,0
1.853917259722948,1,1,0
2.2665360011160374,1,1,0
1.5403050929307938,1,1,0
1.4490331523120403,1,1,0
1.2235920876264572,1,1,0
3.3394000492990017,1,1,0
5.327720195055008,1,1,0
4.253491759300232,1,1,0
4.01999382302165,1,1,0
2.682159189134836,1,1,0
30.304466374218464,1,1,0
2.0215660333633423,1,1,0
1.8158191815018654,1,1,0
1.1957748793065548,1,1,0
3.2090917229652405,1,1,0
1.3854713179171085,1,1,0
2.344842068850994,1,1,0
2.998062875121832,1,1,0
1.816208939999342,1,1,0
1.9121449440717697,1,1,0
1.6209590248763561,1,1,0
1.2489180080592632,1,1,0
0.9912732057273388,1,1,0
1.5970957465469837,1,1,0
5.688297096639872,1,1,0
3.870195709168911,1,1,0
5.149704869836569,1,1,0
1.6169128939509392,1,1,0
1.8594167195260525,1,1,0
12.892205268144608,1,2,2
15.43164812028408,1,2,2
11.18494477123022,1,2,2
5.3660813719034195,1,2,2
15.608026646077633,1,2,2
12.3645537532866,1,2,2
14.270786195993423,1,2,2
11.240974068641663,1,2,2
18.052513245493174,1,2,2
12.472792994230986,1,2,2
157.7821639366448,1,2,2
10.972821619361639,1,2,2
4.159959964454174,1,2,2
14.603568241000175,1,2,2
8.665810339152813,1,2,2
14.351930003613234,1,2,2
3.6934041418135166,1,2,2
5.903973244130611,1,2,2
13.590164948254824,1,2,2
15.809413976967335,1,2,2
4.846498835831881,1,2,2
3.4510502591729164,1,2,2
5.771874915808439,1,2,2
6.007474847137928,1,2,2
3.211981151252985,1,2,2
12.828756123781204,1,2,2
4.263342823833227,1,2,2
12.724803294986486,1,2,2
11.500068008899689,1,2,2
14.400568790733814,1,2,2
14.957732986658812,1,2,2
20.87999088689685,1,2,2
30.4014440625906,1,2,2
5.258684046566486,1,2,2
19.372949842363596,1,2,2
14.462112914770842,1,2,2
5.309098865836859,1,2,2
8.255914319306612,1,2,2
12.004395015537739,1,2,2
12.845960911363363,1,2,2
10.950258001685143,1,2,2
14.300467912107706,1,2,2
13.28079728409648,1,2,2
12.535187881439924,1,2,2
8.240121882408857,1,2,2
12.790414970368147,1,2,2
13.888183049857616,1,2,2
13.405097182840109,1,2,2
6.2428489327430725,1,2,2
4.887013230472803,1,2,2
20.27294971048832,1,2,2
3.8851741701364517,1,2,2
20.92329179868102,1,2,2
4.6465289779007435,1,2,2
11.793767102062702,1,2,2
8.450493682175875,1,2,2
12.47871108353138,1,2,2
10.409514885395765,1,2,2
12.885618023574352,1,2,2
14.974687714129686,1,2,2
6.114966236054897,1,2,2
19.62147792801261,1,2,2
10.441845282912254,1,2,2
3.989432007074356,1,2,2
3.815135918557644,1,2,2
12.803972233086824,1,2,2
3.5667913034558296,1,2,2
17.35856616869569,1,2,2
5.393382161855698,1,2,2
24.472061078995466,1,2,2
5.39852911606431,1,2,2
16.15130389109254,1,2,2
14.544511213898659,1,2,2
12.10488099604845,1,2,2
5.022699013352394,1,2,2
9.425279684364796,1,2,2
6.830157712101936,1,2,2
12.725637760013342,1,2,2
6.052319426089525,1,2,2
10.714858304709196,1,2,2
6.820187903940678,1,2,2
5.6167892180383205,1,2,2
24.14022060111165,1,2,2
14.82980977743864,1,2,2
10.18822193145752,1,2,2
4.282038658857346,1,2,2
13.9372069388628,1,2,2
14.256046153604984,1,2,2
4.3051037937402725,1,2,2
12.368374038487673,1,2,2
12.283566873520613,1,2,2
13.175946660339832,1,2,2
9.781251195818186,1,2,2
13.938174117356539,1,2,2
9.61506087332964,1,2,2
4.2661381885409355,1,2,2
12.274080887436867,1,2,2
4.494615830481052,1,2,2
13.87949613854289,1,2,2
25.61419364064932,1,2,2
13.137312140315771,1,2,2
12.457461096346378,1,2,2
9.484079200774431,1,2,2
13.273505959659815,1,2,2
17.69051467999816,1,2,2
5.395236890763044,1,2,2
13.08118598535657,1,2,2
13.018488883972168,1,2,2
5.1220557652413845,1,2,2
13.178206980228424,1,2,2
12.91239820420742,1,2,2
10.864924173802137,1,2,2
18.435803707689047,1,2,2
9.357867762446404,1,2,2
13.825418427586555,1,2,2
8.096348028630018,1,2,2
116.60766368731856,1,2,2
5.578650161623955,1,2,2
12.42562523111701,1,2,2
11.409106198698282,1,2,2
26.098604779690504,1,2,2
13.949203304946423,1,2,2
6.670453120023012,1,2,2
6.3210478983819485,1,2,2
15.390321146696806,1,2,2
13.359508942812681,1,2,2
22.463982924818993,1,2,2
17.77912024408579,1,2,2
4.622768145054579,1,2,2
13.004548847675323,1,2,2
15.461697243154049,1,2,2
11.864091269671917,1,2,2
12.358190957456827,1,2,2
8.951419964432716,1,2,2
10.86187968030572,1,2,2
124.8266277834773,1,2,2
12.785958126187325,1,2,2
4.395687952637672,1,2,2
4.900276195257902,1,2,2
18.381580244749784,1,2,2
14.120325911790133,1,2,2
17.646266147494316,1,2,2
3.9494247175753117,1,2,2
11.755798943340778,1,2,2
4.431831184774637,1,2,2
12.115715071558952,1,2,2
3.8142818957567215,1,2,2
21.357527934014797,1,2,2
12.258637696504593,1,2,2
4.839897155761719,1,2,2
14.620924834161997,1,2,2
6.142841652035713,1,2,2
9.854433126747608,1,2,2
8.254434913396835,1,2,2
13.39892903342843,1,2,2
17.720311880111694,1,2,2
11.486310046166182,1,2,2
4.2752111330628395,1,2,2
9.067178703844547,1,2,2
18.834820948541164,1,2,2
11.206288821995258,1,2,2
12.076936662197113,1,2,2
19.6104790084064,1,2,2
13.383272103965282,1,2,2
15.150846913456917,1,2,2
7.679660804569721,1,2,2
7.183799985796213,1,2,2
13.47576966509223,1,2,2
5.704338662326336,1,2,2
14.161115046590567,1,2,2
6.877717096358538,1,2,2
11.742171831429005,1,2,2
12.621399946510792,1,2,2
13.206730596721172,1,2,2
168.86659804731607,1,2,2
142.11531216278672,1,2,2
18.69877800345421,1,2,2
6.166444160044193,1,2,2
10.79978421330452,1,2,2
12.35362933948636,1,2,2
12.241013813763857,1,2,2
6.632171105593443,1,2,2
3.8353856652975082,1,2,2
12.096513994038105,1,2,2
8.352001197636127,1,2,2
16.532388050109148,1,2,2
12.27886462584138,1,2,2
18.872846849262714,1,2,2
12.767408974468708,1,2,2
13.64935003221035,1,2,2
16.47317223250866,1,2,2
4.813551902770996,1,2,2
10.42859721928835,1,2,2
23.961625061929226,1,2,2
12.99594296142459,1,2,2
14.154748059809208,1,2,2
7.134176325052977,1,2,2
12.64545414596796,1,2,2
4.498029593378305,1,2,2
3.6985413171350956,1,2,2
12.634973973035812,1,2,2
13.659533113241196,1,2,2
5.875288043171167,1,2,2
9.356237016618252,1,2,2
9.260102640837431,1,2,2
11.316112242639065,1,2,2
14.392809942364693,1,2,2
3.5259099677205086,1,2,2
4.60822694003582,1,2,2
4.286371637135744,1,2,2
4.689562134444714,1,2,2
18.82971916347742,1,2,2
5.073957145214081,1,2,2
6.955766584724188,1,2,2
12.657485902309418,1,2,2
3.6287112161517143,1,2,2
13.520874083042145,1,2,2
6.60258624702692,1,2,2
4.170491825789213,1,2,2
6.78229471668601,1,2,2
14.223132282495499,1,2,2
21.21485210955143,1,2,2
15.744471922516823,1,2,2
10.53051371127367,1,2,2
30.352216213941574,1,2,2
4.020238295197487,1,2,2
20.186614710837603,1,2,2
19.37540201470256,1,2,2
9.870748966932297,1,2,2
14.472597278654575,1,2,2
7.764413952827454,1,2,2
16.054003033787012,1,2,2
4.5920610427856445,1,2,2
51.251722034066916,1,2,2
12.640760280191898,1,2,2
10.016601998358965,1,2,2
8.260347880423069,1,2,2
11.97552913799882,1,2,2
16.955467872321606,1,2,2
3.2401983626186848,1,2,2
13.625395018607378,1,2,2
11.571773793548346,1,2,2
12.668090872466564,1,2,2
7.691528182476759,1,2,2
10.783365927636623,1,2,2
4.243246745318174,1,2,2
14.153073076158762,1,2,2
18.295698799192905,1,2,2
10.105420835316181,1,2,2
4.717384930700064,1,2,2
4.305657930672169,1,2,2
16.01989706978202,1,2,2
19.66130780056119,1,2,2
11.768097057938576,1,2,2
10.11532312259078,1,2,2
5.948433186858892,1,2,2
71.31694303825498,1,2,2
5.386334378272295,1,2,2
5.931225139647722,1,2,2
6.596916820853949,1,2,2
10.038888081908226,1,2,2
20.111361984163523,1,2,2
12.248572893440723,1,2,2
4.793820902705193,1,2,2
18.33220710977912,1,2,2
4.241545218974352,1,2,2
10.40399819612503,1,2,2
8.014447055757046,1,2,2
13.862515799701214,1,2,2
12.833841145038605,1,2,2
33.26206095516682,1,2,2
12.990829069167376,1,2,2
4.671502858400345,1,2,2
12.540750671178102,1,2,2
11.563743930310011,1,2,2
46.03721387684345,1,2,2
10.47151954844594,1,2,2
6.067238748073578,1,2,2
5.494472105056047,1,2,2
